Materials Name,Molecule Name,Can Pass SievingSieving Mechanism,Mechanism,Test Conditions,Threshold Pressure,,
GeFSIX-dps-Zn,acetylene,Yes,Slightly contracted pore aperture and interlayer space causing higher threshold pressure for alkynes,Gate-opening adsorption above threshold pressure,"298 K, up to 1 bar",0.39 bar,
GeFSIX-dps-Zn,ethylene,No,Slightly contracted pore aperture and interlayer space causing higher threshold pressure for alkynes,Size exclusion,"298 K, up to 1 bar",Not Applicable,
GeFSIX-dps-Cu,propyne,Yes,Sub-nano regulation of pore aperture to reject alkenes while admitting alkynes,Gate-opening adsorption above threshold pressure,"298 K, up to 1 bar",0.015 bar,
GeFSIX-dps-Cu,acetylene,Yes,Sub-nano regulation of pore aperture to reject alkenes while admitting alkynes,Gate-opening adsorption above threshold pressure,"298 K, up to 1 bar",0.075 bar,
GeFSIX-dps-Cu,ethylene,No,Sub-nano regulation of pore aperture to reject alkenes while admitting alkynes,Size exclusion,"298 K, up to 1 bar",Not Applicable,
GeFSIX-2-Cu-i,1-butene,Yes,Fine-tuned pore aperture for molecular recognition and size sieving.,Size exclusion,"298 K, 1.01 bar",Not Applicable,
GeFSIX-2-Cu-i,isobutene,No,Fine-tuned pore aperture for molecular recognition and size sieving.,Size exclusion,"298 K, 1.01 bar",Not Applicable,
GeFSIX-14-i,butadiene,Yes,Not Reported,C–H···F hydrogen bonds,"298 K, 1 bar",Not Applicable,
GeFSIX-14-i,1-butene,No,Not Reported,Size exclusion,"298 K, 1 bar",Not Applicable,
GeFSIX-14-Cu-i,1-butene,No,Flexible pore window enabling selective gate-opening for specific molecules.,Size exclusion,"298 K, 1.01 bar",Not Applicable,
GeFSIX-14-Cu-i,isobutene,No,Flexible pore window enabling selective gate-opening for specific molecules.,Size exclusion,"298 K, 1.01 bar",Not Applicable,
GeFSIX-14-Cu-i,propyne,Yes,Size exclusion at sub-nanometer scale,Gate-opening adsorption,"273�?13 K, up to 1 bar",1330 ppm,
GeFSIX-14-Cu-i,propylene,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Size exclusion,"273�?13 K, up to 1 bar",Not Applicable,
GaFFIVE-5-Cd-i,propane,Yes,Not Reported,van der Waals interaction,"298 K, 100 kPa",Not Applicable,
GaFFIVE-5-Cd-i,ethylene,Yes,Not Reported,van der Waals interaction,"298 K, 100 kPa",Not Applicable,
GaFFIVE-3-Cd,ethane,Yes,Not Reported,van der Waals interaction,"298 K, 100 kPa",Not Applicable,
GaFFIVE-3-Cd,ethylene,Yes,Not Reported,van der Waals interaction,"298 K, 100 kPa",Not Applicable,
fum-fcu-MOF,butane,Yes,Not Reported,Size exclusion,293 K,Not Applicable,
fum-fcu-MOF,isobutane,No,Not Reported,Size exclusion,293 K,Not Applicable,
F-PYMO-Cu,acetylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
F-PYMO-Cu,ethylene,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
F-PYMO-Cu,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
F-PYMO-Cu,ethane,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,298 K,Not Applicable,
FJUT-4,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,C−H···O hydrogen bonds,"298 K, 1 bar",Not Applicable,
FJU-90,carbon dioxide,Yes,Not Reported,Chemical adsorption via polar groups and pore partitioning,"298 K, 1 bar",Not Applicable,
FJI-Y3,butane,Yes,Size exclusion at sub-nanometer scale for n-C4H10/i-C4H10 separation; chemical π-complexation for C2H2/CH4 separation.,Size exclusion,"298 K, 1 bar",Not Applicable,
FJI-Y3,isobutane,No,Size exclusion at sub-nanometer scale for n-C4H10/i-C4H10 separation; chemical π-complexation for C2H2/CH4 separation.,Size exclusion,"298 K, 1 bar",Not Applicable,
FJI-Y3,acetylene,Yes,Size exclusion at sub-nanometer scale for n-C4H10/i-C4H10 separation; chemical π-complexation for C2H2/CH4 separation.,Chemical π-complexation with Cu+,"298 K, 1.06 bar",Not Applicable,
FJI-Y3,methane,Yes,Size exclusion at sub-nanometer scale for n-C4H10/i-C4H10 separation; chemical π-complexation for C2H2/CH4 separation.,Size exclusion,"298 K, 1 bar",Not Applicable,
FJI-H38,butane,Yes,Synergistic effect of pore confinement and uncoordinated carboxyl groups,Size exclusion at sub-nanometer scale,"298 K, 0.1 bar",Not Applicable,
FJI-H38,isobutane,No,Synergistic effect of pore confinement and uncoordinated carboxyl groups,Size exclusion at sub-nanometer scale,"298 K, 1 atm",Not Applicable,
FJI-H38,carbon dioxide,Yes,Polar ultramicropores facilitate selective capture of CO2 from N2.,Size exclusion at sub-nanometer scale,"298 K, 1 atm",Not Applicable,
FJI-H11-Me(des),ethane,Yes,Preferential adsorption of alkanes over alkenes,Kinetic sieving,"298 K, 1 bar",Not Applicable,
FJI-H11-Me(des),ethylene,No,Preferential adsorption of alkanes over alkenes,Size exclusion,"298 K, 1 bar",Not Applicable,
Fe-MOF-74,carbon dioxide,Not Reported,Thermodynamic effect caused by strong polar groups or OMS,Not Reported,Not Reported,Not Applicable,
Fe-MOF-74,ethylene,Yes,Thermodynamic effect caused by strong polar groups or OMS,Thermodynamic effect,"298 K, 1 bar",Not Applicable,
Fe-MOF-74,ethane,Yes,Thermodynamic effect caused by strong polar groups or OMS,Thermodynamic effect,"298 K, 1 bar",Not Applicable,
Fe2(O2)(dobdc),ethane,Yes,Not Reported,Preferential binding via peroxo sites,"298 K, 1 bar",Not Applicable,
Fe2(O2)(dobdc),ethylene,No,Not Reported,Preferential binding via peroxo sites,"298 K, 1 bar",Not Applicable,
Fe2(O2)(dobdc),ethane,Yes,Preferential binding of ethane over ethylene,Kinetic sieving,298 K,Not Applicable,
Fe2(O2)(dobdc),ethylene,No,Preferential binding of ethane over ethylene,Size exclusion,298 K,Not Applicable,
Fe2(dobdc),ethylene,Yes,Not Reported,Kinetic sieving,"318 K, 1 bar",Not Applicable,
Fe2(dobdc),ethane,No,Not Reported,Size exclusion,"318 K, 1 bar",Not Applicable,
Fe2(dobdc),ethylene,Yes,Size exclusion at sub-nanometer scale,Kinetic sieving,"318 K, 1 bar",Not Applicable,
Fe2(dobdc),ethane,No,Size exclusion at sub-nanometer scale,Size exclusion,"318 K, 1 bar",Not Applicable,
Fe2(BDP)3,2-methylpentane,Yes,Thermodynamic separation based on molecular shape and interaction with pore surface.,Thermodynamic sieving,160°C,Not Applicable,
Fe2(BDP)3,3-methylpentane,Yes,Thermodynamic separation based on molecular shape and interaction with pore surface.,Thermodynamic sieving,160°C,Not Applicable,
Fe2(BDP)3,"2,3-dimethylbutane",Yes,Thermodynamic separation based on molecular shape and interaction with pore surface.,Thermodynamic sieving,160°C,Not Applicable,
Fe2(BDP)3,"2,2-dimethylbutane",Yes,Thermodynamic separation based on molecular shape and interaction with pore surface.,Thermodynamic sieving,160°C,Not Applicable,
Fe2(BDP)3,hexane,Yes,Not Reported,Van der Waals interactions,"160 °C, 1 bar",Not Applicable,
Fe2(BDP)3,"2,2-dimethylbutane",No,Not Reported,Size exclusion,"160 °C, 1 bar",Not Applicable,
Fe2(bdp)3,hexane,Yes,Thermodynamically controlled separation based on van der Waals contacts,Thermodynamic separation,"130-200 °C, 1 bar",Not Applicable,
Fe2(bdp)3,2-methylpentane,Yes,Thermodynamically controlled separation based on van der Waals contacts,Thermodynamic separation,"130-200 °C, 1 bar",Not Applicable,
Fe2(bdp)3,"2,2-dimethylbutane",Yes,Thermodynamically controlled separation based on van der Waals contacts,Thermodynamic separation,"130-200 °C, 1 bar",Not Applicable,
Fe(bdp),methane,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273-323 K, pressures up to 120 kPa",Dependent on temperature (ptr decreases with decreasing temperature),
FDC�?a,propylene,Yes,Diffusion-rate sieving with gate-opening for C3H6 and diffusion regulation for C3H8,Gate opening for C3H6,"300 K, 1 bar",Not Applicable,
FDC�?a,propane,No,Diffusion-rate sieving with gate-opening for C3H6 and diffusion regulation for C3H8,Diffusion regulation for C3H8,"300 K, 1 bar",Not Applicable,
FDC-4a,propylene,Yes,Global phase transition-induced diffusion-rate difference,Diffusion-rate sieving,300 K,Not Applicable,
FDC-4a,propane,No,Global phase transition-induced diffusion-rate difference,Diffusion-rate sieving,300 K,Not Applicable,
FDC-3a,carbon dioxide,Temperature-dependent,Switchable molecular recognition by temperature,Switchable recognition by temperature,200-280 K,Not Applicable,
FDC-3a,acetylene,Temperature-dependent,Switchable molecular recognition by temperature,Switchable recognition by temperature,290-370 K,Not Applicable,
FDC-0a,oxygen,Temperature-dependent,Temperature-responsive pore-aperture contraction and expansion,Kinetic sieving,180 K,Not Applicable,
Eu-L,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
Eu-1,4-NDC-MOF,carbon dioxide,Yes,Size exclusion and adsorption kinetics,Preferential interaction with the framework,"298 K, up to 1 bar",Not Applicable
Eu-1,4-NDC-MOF,methane,Yes,Size exclusion and adsorption kinetics,Size exclusion,"298 K, up to 4 bar",Not Applicable
Eu-1,4-NDC-MOF,ethane,Yes,Size exclusion and adsorption kinetics,Adsorption kinetics,"298 K, up to 4 bar",Not Applicable
Eu-1,4-NDC-MOF,propane,Yes,Size exclusion and adsorption kinetics,Adsorption kinetics,"298 K, up to 4 bar",Not Applicable
ELM-12,propyne,Yes,Not Reported,Short C−H···O hydrogen bonds,"298 K, 1 bar",Not Applicable,
ELM-12,propylene,No,Not Reported,Size exclusion,"298 K, 1 bar",Not Applicable,
DynaMOF-100,styrene,Yes,Size exclusion at sub-nanometer scale,Specific non-covalent interactions between host MOF and styrene,Not Reported,Not Applicable,
DMOF-A2,methane,Yes,Hydrophobicity and pore size optimization enhance CH4/N2 separation.,Size exclusion,"298 K, 1 bar",Not Applicable,
DICRO-4-Ni-i,acetylene,Yes,Not Reported,Size exclusion,"298 K, 1 bar",Not Applicable,
DICRO-4-Ni-i,carbon dioxide,Yes,Not Reported,Size exclusion,"298 K, 1 bar",Not Applicable,
DAT-MOF-1,benzene,Yes,Size exclusion at sub-nanometer scale,π−π interactions with electron-deficient anhydride-based framework,298 K,Not Applicable,
DAT-MOF-1,cyclohexane,No,Size exclusion at sub-nanometer scale,Size exclusion due to pore size and weak interactions,298 K,Not Applicable,
Cu-WO4-TPA,hexane,Yes,Size exclusion at sub-nanometer scale,Thermodynamic separation,"303 K, up to 20 kPa",Not Applicable,
Cu-WO4-TPA,"2,3-dimethylbutane",Yes,Size exclusion at sub-nanometer scale,Thermodynamic separation,"303 K, up to 20 kPa",Not Applicable,
Cu-WO4-TPA,"2,2-dimethylbutane",Yes,Size exclusion at sub-nanometer scale,Thermodynamic separation,"303 K, up to 20 kPa",Not Applicable,
Cu-Trz,carbon dioxide,Yes,Three-dimensional restricted molecular-sieving based on length difference.,Kinetic sieving,"298 K, 1 bar",Not Applicable,
Cu-Trz,acetylene,No,Three-dimensional restricted molecular-sieving based on length difference.,Size exclusion,"298 K, 1 bar",Not Applicable,
Cu-Tria,carbon dioxide,Yes,Size exclusion effect for ethanol and excellent water affinity,Size-dependent adsorption,"196 K, 1 bar",Not Applicable,
Cu-Tria,ethylene,No,Size exclusion effect for ethanol and excellent water affinity,Size exclusion,273 K,Not Applicable,
Cu-Tria,propylene,No,Size exclusion effect for ethanol and excellent water affinity,Size exclusion,273 K,Not Applicable,
CUPMOF-5,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 100 kPa",Not Applicable,
CUPMOF-5,xenon,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 100 kPa",Not Applicable,
CUPMOF-5,oxygen,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 100 kPa",Not Applicable,
Cu-MoO4-TPA,hexane,Yes,Size exclusion at sub-nanometer scale,Thermodynamic separation,"303 K, up to 20 kPa",Not Applicable,
Cu-MoO4-TPA,"2,3-dimethylbutane",No,Size exclusion at sub-nanometer scale,Molecular sieving,"303 K, up to 20 kPa",Not Applicable,
Cu-MoO4-TPA,"2,2-dimethylbutane",No,Size exclusion at sub-nanometer scale,Molecular sieving,"303 K, up to 20 kPa",Not Applicable,
CUK-1,oxygen,Yes,Molecular sieving based on pore size and gas molecule dimensions.,Size-selective adsorption,77 K,Not Applicable,
Cu-F-pymo,carbon dioxide,Yes,Suppression of acetylene adsorption due to blockage of preferential sites by residual water molecules.,Preferential adsorption in pore B,"298 K, 1 bar",Not Applicable,
Cu-F-pymo,acetylene,No,Suppression of acetylene adsorption due to blockage of preferential sites by residual water molecules.,Blocked by residual water molecules in pore A,"298 K, 1 bar",Not Applicable,
Cu-F-pymo,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 1 bar",Not Applicable,
Cu-F-pymo,methane,No,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 1 bar",Not Applicable,
CuDTTA,carbon dioxide,Yes,Synergistic effect of size sieving and abundant functional sites,Size exclusion at sub-nanometer scale,"273 K and 298 K, up to 1 bar",Not Applicable,
CuDTTA,methane,No,Synergistic effect of size sieving and abundant functional sites,Size exclusion at sub-nanometer scale,"273 K and 298 K, up to 1 bar",Not Applicable,
CuDTTA,acetylene,Yes,Synergistic effect of size sieving and abundant functional sites,Size exclusion at sub-nanometer scale,"273 K and 298 K, up to 1 bar",Not Applicable,
CuDTTA,ethylene,Conditional (see Additional Info),Synergistic effect of size sieving and abundant functional sites,Size exclusion at sub-nanometer scale,"273 K and 298 K, up to 1 bar",Not Applicable,
CuDTTA,ethane,Conditional (see Additional Info),Synergistic effect of size sieving and abundant functional sites,Size exclusion at sub-nanometer scale,"273 K and 298 K, up to 1 bar",Not Applicable,
Cu-CrO4-TPA,hexane,Yes,Size exclusion at sub-nanometer scale,Thermodynamic separation,"303 K, up to 20 kPa",Not Applicable,
Cu-CrO4-TPA,"2,3-dimethylbutane",Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Combined thermodynamic-kinetic mechanism,"303 K, up to 20 kPa",Not Applicable,
Cu-CrO4-TPA,"2,2-dimethylbutane",Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Combined thermodynamic-kinetic mechanism,"303 K, up to 20 kPa",Not Applicable,
Cu3(BTC)2,carbon tetrafluoride,No,Steric separation mechanism based on pore size incompatibility.,Steric hindrance,"118 K, 149 Pa",Not Applicable,
Cu3(BTC)2,carbon tetrafluoride,No,Not Reported,Equilibrium separation,Not Reported,Not Applicable,
Cu3(BTC)2,ammonia,Yes,Not Reported,Not Reported,"40% RH, 298 K, 500 ppm ammonia in nitrogen with 20% oxygen",Not Applicable,
Cu3(BTC)2,carbon dioxide,Yes,Not Reported,Not Reported,"30 °C, atmospheric pressure",Not Applicable,
Cu3(BTC)2,ethylene,Yes,Molecular sieving for larger molecules like butene; pi-complexation for olefins,pi-complexation with open metal sites,"298 K, 100 kPa",Not Applicable,
Cu3(BTC)2,propane,No,Molecular sieving for larger molecules like butene; pi-complexation for olefins,Size exclusion,Not Reported,Not Applicable,
Cu3(BTC)2,propylene,Yes,Molecular sieving for larger molecules like butene; pi-complexation for olefins,pi-complexation with open metal sites,Not Reported,Not Applicable,
Cu3(BTC)2,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"Varied, see source text for details",Not Applicable,
Cu3(HITP)2,ammonia,Yes,Not Reported,Not Reported,Room temperature,Not Applicable,
Cu3(BTC)2,hexane,Yes,Size exclusion at sub-nanometer scale,"size-exclusion, entropic effects",Not Reported,Not Applicable,
Cu3(BTC)2,cyclohexane,No,Size exclusion at sub-nanometer scale,size-exclusion,"30 °C, up to 0.9 of saturation pressure",Not Applicable,
Cu3(BTC)2,toluene,No,Size exclusion at sub-nanometer scale,size-exclusion,"30 °C, up to 0.9 of saturation pressure",Not Applicable,
Cu3(BTC)2,benzene,Yes,Size exclusion at sub-nanometer scale,"size-exclusion, entropic effects","30 °C, up to 0.9 of saturation pressure",Not Applicable,
Cu2(pzdc)2(pyz),carbon dioxide,Yes,Size exclusion at sub-nanometer scale with specific binding sites enhancing separation,Weak interactions via single site formed between noncoordinated oxygen atoms of carboxylate and C atoms of CO2,"298 K, 1.0 bar",Not Applicable,
Cu2(pzdc)2(pyz),methane,No,Size exclusion at sub-nanometer scale with specific binding sites enhancing separation,Negligible adsorption due to low polarizability and dipole moments,"298 K, 1.0 bar",Not Applicable,
Cu2(pzdc)2(pyz),acetylene,Yes,Not Reported,Preferential adsorption,"270 K, 4.5 kPa",Not Applicable,
Cu2(pzdc)2(pyr),acetylene,Yes,Not Reported,Size exclusion,"270 K, 300 K, 310 K",Not Applicable,
Cu2(pzdc)2(pyr),carbon dioxide,Yes,Not Reported,Size exclusion,"270 K, 300 K, 310 K",Not Applicable,
Cu(Qc)2,ethane,Yes,Enhanced C2H6/C2H4 selectivity via pore size and low-polarity aromatic surfaces.,Size exclusion,"298 K, 1 bar",Not Applicable,
Cu(Qc)2,ethylene,No,Enhanced C2H6/C2H4 selectivity via pore size and low-polarity aromatic surfaces.,Size exclusion,"298 K, 1 bar",Not Applicable,
Cu(Qc)2,ethane,Yes,Preferential adsorption of alkanes over alkenes,Kinetic sieving,"298 K, 1 bar",Not Applicable,
Cu(Qc)2,ethylene,No,Preferential adsorption of alkanes over alkenes,Size exclusion,"298 K, 1 bar",Not Applicable,
Cu(OPTz),ethylene,Temperature-dependent,Temperature-controlled diffusion,Temperature-responsive diffusion,200�?70 K,Not Applicable,
Cu(OPTz),ethane,No,Temperature-controlled diffusion,Size exclusion,200�?70 K,Not Applicable,
Cu(mcbdc) (STAM-1),oxygen,Yes,Not Reported,Kinetic separation,Not Reported,Not Applicable,
Cu(hfipbb)(H2hfipbb)0.5,propane,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 85 kPa",Not Applicable,
Cu(hfipbb)(H2hfipbb)0.5,carbon dioxide,Yes,Differentiation of gas adsorption rates based on diffusion barriers.,Kinetic sieving,298 K,Not Applicable,
Cu(hfipbb)(H2hfipbb)0.5,methane,No,Differentiation of gas adsorption rates based on diffusion barriers.,Size exclusion,298 K,Not Applicable,
"Cu(FMA)(4,4�?Bpe)0.5",carbon monoxide,No,Size exclusion at sub-nanometer scale,Size exclusion,77 K,Not Applicable,
"Cu(FMA)(4,4'-Bpe)0.5",carbon monoxide,No,Size-exclusive effects,Size exclusion,"77 K, 1 atm",Not Applicable,
"Cu(FMA)(4,4'-Bipy)0.5",carbon monoxide,No,Size-exclusive effects,Size exclusion,"77 K, 1 atm",Not Applicable,
Cu(CDC),ethylbenzene,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, mesitylene solvent",Not Applicable,
Cu(BF4)2(4-DPDS)2,ethylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
Cu(BF4)2(4-DPDS)2,ethane,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
Cu(BF4)2(4-DPDS)2,propylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
Cu(BF4)2(4-DPDS)2,propane,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
Cu MOF,carbon tetrafluoride,No,Not Reported,Kinetic separation,Not Reported,Not Applicable,
CTGU-44,acetylene,Yes,Combination of narrow window cross-section and polar pore surface.,Thermodynamic-kinetic synergy effect,"298 K, 100 kPa",Not Applicable,
CTGU-44,carbon dioxide,Conditional (see Additional Info),Combination of narrow window cross-section and polar pore surface.,Size exclusion at sub-nanometer scale,"298 K, 100 kPa",Not Applicable,
CPO-27-Ni,1-octene,Yes,Not Reported,Coordination bond with unsaturated metal center,398 K,Not Applicable,
CPO-27-Ni,ammonia,Yes,Not Reported,Not Reported,"40% RH, 298 K, 500 ppm ammonia in nitrogen with 20% oxygen",Not Applicable,
CPM-734c,propane,Yes,Preferential adsorption of C3H8 via pore optimization,Preferential adsorption,"298 K, 0.1 bar",Not Applicable,
CPM-734c,propylene,No,Preferential adsorption of C3H8 via pore optimization,Exclusion based on pore optimization,"298 K, 0.1 bar",Not Applicable,
CPL-1-NH2,acetylene,Yes,Adsorption site selective occupation strategy based on differences in molecular orientation,"Side-on orientation, strong binding affinity due to cooperative effect of uncoordinated oxygen and -NH2 groups","298 K, 1 bar",0.02 bar,
CPL-1-NH2,carbon dioxide,No,Adsorption site selective occupation strategy based on differences in molecular orientation,"End-on orientation, weak interaction due to steric hindrance and shielding by -NH2 groups","298 K, 1 bar",Not Applicable,
CPL-11,oxygen,Temperature-dependent,Controlled by temperature-responsive structural uniformity affecting channel accessibility.,Not Reported,"100 K to 140 K, 80 kPa",Not Applicable,
CPL-11,carbon dioxide,Yes,Controlled by temperature-responsive structural uniformity affecting channel accessibility.,Not Reported,195 K,Not Applicable,
CPL-11,xenon,Yes,Controlled by temperature-responsive structural uniformity affecting channel accessibility.,Not Reported,195 K,Not Applicable,
CPL-1,propylene,Yes,Thermoresponsive gate-opening effect,Thermoresponsive gate-opening effect,273 K,Temperature-dependent,
CPL-1,propane,No,Thermoresponsive gate-opening effect,Closed pores prevent surface adsorption,273 K,Not Applicable,
CopzNi,2-methylpentane,Temperature-dependent,Size exclusion at sub-nanometer scale combined with adsorbate-dependent affinity differences.,Binding affinity difference,"303 K, 120 torr",Not Applicable,
CopzNi,"2,2-dimethylbutane",No,Size exclusion at sub-nanometer scale combined with adsorbate-dependent affinity differences.,Molecular sieving,"303�?63 K, up to 120 torr",Not Applicable,
Co-gallate MOF,ethylene,Yes,Size exclusion for ethane; molecular sieving for ethylene,Size-compatible cross-section,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,ethane,No,Size exclusion for ethane; molecular sieving for ethylene,Size exclusion,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,propylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,propane,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,propylene,Yes,Not Reported,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,propane,No,Not Reported,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,propylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,propane,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,ethylene,Yes,Size and/or shape exclusion,Size exclusion,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,ethane,No,Size and/or shape exclusion,Size exclusion,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,ethylene,Yes,Molecular size differentiation,Kinetic sieving,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,ethane,No,Molecular size differentiation,Size exclusion,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,ethylene,Yes,Molecular size differentiation enables selective adsorption of ethylene over ethane.,Size exclusion,"298 K, 1 bar",Not Applicable,
Co-gallate MOF,ethane,No,Molecular size differentiation enables selective adsorption of ethylene over ethane.,Size exclusion,"298 K, 1 bar",Not Applicable,
CoFA,3-methylpentane,Yes,Size exclusion at sub-nanometer scale,Selective molecular exclusion,303 K,Not Applicable,
CoFA,"2,2-dimethylbutane",No,Size exclusion at sub-nanometer scale,Selective molecular exclusion,303 K,Not Applicable,
CoFA,perfluoropropane,No,Size exclusion at sub-nanometer scale combined with specific molecular recognition,Size exclusion due to pore size (~5.6 Å) smaller than C3F8 kinetic diameter,"298 K, 1 bar",Not Applicable,
Co2(DHTP),acetylene,Yes,Enhanced binding via open metal sites,Strong interactions with open Co2+ sites,"295 K, 1 atm",0.2 MPa,
Co(bdp),carbon dioxide,Yes,Pore-opening flexibility leading to coadsorption,Pore-opening flexibility,Room temperature,Not Reported,
Co(bdp),methane,Yes,Pore-opening flexibility leading to coadsorption,Pore-opening flexibility,Room temperature,Not Reported,
Co(bdp),carbon dioxide,Yes,Reversible CO2 templating leading to near-perfect CO2 selectivity.,Size exclusion at sub-nanometer scale,"298 K, up to 3.6 bar partial pressure of CO2",2 bar (first phase change),
Co(bdp),methane,No,Reversible CO2 templating leading to near-perfect CO2 selectivity.,Size exclusion at sub-nanometer scale,"298 K, up to 7.2 bar total pressure (50:50 CO2:CH4 mixture)",18 bar (CH4-induced phase change),
Co(bdp),methane,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273-323 K, pressures up to 120 kPa",Dependent on temperature (ptr decreases with decreasing temperature),
Co(aip)(pyz)0.5,ethylene,Yes,Molecular sieving separation of C2H4 from C2H6 due to reduced pore size.,Size exclusion,"298 K, 1 bar",Not Applicable,
Co(aip)(pyz)0.5,ethane,No,Molecular sieving separation of C2H4 from C2H6 due to reduced pore size.,Size exclusion,"298 K, 1 bar",Not Applicable,
Co(4-DPDS)2WO4,acetylene,Yes,Gate-opening effect controlled by intraframework hydrogen bonding,Gate-opening effect at threshold pressure,"298 K, 1 bar",0.11 bar,
Co(4-DPDS)2WO4,ethylene,No,Gate-opening effect controlled by intraframework hydrogen bonding,Size exclusion due to smaller pore size after activation,"298 K, 1 bar",Not Applicable,
Co(4-DPDS)2WO4,carbon dioxide,No,Gate-opening effect controlled by intraframework hydrogen bonding,Electrostatic repulsion due to opposite quadrupole moment,"298 K, 1 bar",Not Applicable,
Co(4-DPDS)2MoO4,acetylene,Yes,Gate-opening effect controlled by intraframework hydrogen bonding,Gate-opening effect at threshold pressure,"298 K, 1 bar",0.17 bar,
Co(4-DPDS)2MoO4,ethylene,No,Gate-opening effect controlled by intraframework hydrogen bonding,Size exclusion due to smaller pore size after activation,"298 K, 1 bar",Not Applicable,
Co(4-DPDS)2MoO4,carbon dioxide,No,Gate-opening effect controlled by intraframework hydrogen bonding,Electrostatic repulsion due to opposite quadrupole moment,"298 K, 1 bar",Not Applicable,
Co(4-DPDS)2CrO4,acetylene,Yes,Gate-opening effect controlled by intraframework hydrogen bonding,Gate-opening effect at threshold pressure,"298 K, 1 bar",0.60 mmol g^-1 at 0.01 bar,
Co(4-DPDS)2CrO4,ethylene,No,Gate-opening effect controlled by intraframework hydrogen bonding,Size exclusion due to smaller pore size after activation,"298 K, 1 bar",Not Applicable,
Co(4-DPDS)2CrO4,carbon dioxide,No,Gate-opening effect controlled by intraframework hydrogen bonding,Electrostatic repulsion due to opposite quadrupole moment,"298 K, 1 bar",Not Applicable,
ClO4-BTR,carbon dioxide,Temperature-dependent,Temporary deviation of gate-keeping groups to allow gas admission,Temporary deviation of gate-keeping groups (ClO4-),"273 K, 100 kPa",Not Applicable,
ClO4-BTR,methane,Temperature-dependent,Temporary deviation of gate-keeping groups to allow gas admission,Temporary deviation of gate-keeping groups (ClO4-),"298 K, 100 kPa",Not Applicable,
Ce6BTB,carbon dioxide,Yes,"Enhanced sieving ability by increased crystallinity, dense chain spacing, and hydrogen bonding.",Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
CD-MOF-2,carbon dioxide,Yes,Not Reported,Chemical adsorption via hydroxyl groups,"298 K, 1 bar",Not Applicable,
